Fecha,CASOS_PCR,Hospitalizados,UCI,Fallecidos,Recuperados,domicilio,uci_dia,hospitalizados_dia,domicilio_dia,altas_dia,fallecidos_dia,muertos_hospitales,muertos_domicilios,muertos_centros,muertos_otros,muertos
2021-05-05,700238,111026,11171,16752,96917,797554,544,2547,6484,381,19,17418,1355,5066,30,23869
2021-05-06,702406,111252,11199,16765,97203,798825,541,2454,3817,286,13,17418,1355,5066,30,23869
2021-05-07,704480,111458,11225,16784,97431,800601,530,2381,4289,228,19,17451,1358,5066,30,23905
2021-05-09,707043,111789,11280,16813,97810,800601,525,2266,4289,51,12,17451,1358,5066,30,23905
2021-05-10,707391,111937,11304,16821,97854,802150,521,2345,5028,44,8,17473,1358,5066,30,23927
2021-05-11,708793,112147,11337,16839,98154,804060,506,2198,5749,300,18,17473,1358,5066,30,23927
2021-05-12,710296,112292,11362,16849,98374,805158,494,2094,3010,220,10,17521,1360,5066,30,23977
2021-05-13,711890,112470,11380,16870,98604,806406,480,1996,3627,230,21,17521,1360,5066,30,23977
2021-05-14,713185,112614,11398,16885,98790,807706,474,1928,3501,186,15,17555,1360,5066,30,24011
2021-05-15,714639,112779,11417,16894,99031,807706,467,1826,3501,241,9,17555,1360,5066,30,24011
2021-05-16,715078,112910,11430,16899,99098,807706,462,1871,3501,67,5,17555,1360,5066,30,24011
2021-05-17,715351,113000,11453,16908,99142,808893,466,1897,4574,44,9,17565,1361,5066,30,24022
2021-05-18,716651,113154,11474,16913,99346,810438,459,1818,5059,204,5,17565,1361,5066,30,24022
2021-05-19,718134,113290,11501,16926,99541,811444,452,1731,2667,195,13,17599,1362,5067,30,24058
2021-05-20,719343,113391,11525,16942,99709,812534,450,1633,3182,168,16,17599,1362,5067,30,24058
2021-05-21,720613,113509,11541,16947,99861,813603,441,1573,3053,152,5,17620,1363,5067,30,24080
2021-05-22,721871,113653,11558,16961,100054,813603,431,1485,3053,193,14,17620,1363,5067,30,24080
2021-05-23,722292,113743,11579,16970,100103,813603,436,1506,3053,49,9,17620,1363,5067,30,24080
2021-05-24,722533,113824,11593,16985,100137,814650,429,1528,3729,34,15,17629,1365,5067,30,24091
2021-05-25,723514,113981,11608,16995,100316,816208,399,1435,4399,179,10,17629,1365,5067,30,24091
2021-05-26,724624,114109,11619,17005,100464,816993,384,1385,2221,148,10,17671,1366,5067,30,24134
2021-05-27,725688,114188,11632,17010,100607,817706,382,1304,2747,143,5,17671,1366,5067,30,24134
2021-05-28,726722,114287,11642,17016,100736,818706,363,1244,2715,129,6,17686,1366,5067,30,24149
2021-05-29,727771,114397,11657,17021,100906,818706,356,1161,2715,170,5,17686,1366,5067,30,24149
2021-05-30,728062,114483,11667,17028,100930,818706,346,1204,2715,24,7,17686,1366,5067,30,24149
2021-05-31,728295,114561,11679,17042,100954,819626,347,1243,3245,24,14,17690,1367,5067,30,24154
2021-06-01,729160,114683,11695,17050,101095,820621,321,1185,3499,141,8,17690,1367,5067,30,24154
2021-06-02,730019,114775,11705,17055,101207,821216,312,1145,1873,112,5,17718,1369,5067,30,24184
2021-06-03,730900,114849,11717,17064,101334,821994,301,1066,2330,127,9,17718,1369,5067,30,24184
2021-06-04,731603,114940,11734,17073,101425,822624,292,1038,2132,91,9,17729,1370,5067,30,24196
2021-06-05,732362,115018,11750,17082,101552,822624,290,974,2132,127,9,17729,1370,5067,30,24196
2021-06-06,732771,115077,11762,17085,101592,822624,294,987,2132,40,3,17729,1370,5067,30,24196
2021-06-07,732917,115137,11769,17091,101609,823244,289,1018,2643,17,6,17737,1370,5067,30,24204
2021-06-08,733493,115228,11777,17098,101752,823978,278,946,2786,143,7,17737,1370,5067,30,24204
2021-06-09,734235,115297,11779,17103,101861,824558,267,889,1381,109,5,17761,1370,5067,30,24228
2021-06-10,734812,115360,11790,17107,101934,825112,265,869,1705,73,4,17761,1370,5067,30,24228
2021-06-11,735367,115418,11801,17111,102010,825585,259,833,1535,76,4,17770,1370,5067,30,24237
2021-06-12,735942,115491,11809,17114,102113,825585,253,789,1535,103,3,17770,1370,5067,30,24237
2021-06-13,736330,115526,11813,17118,102139,825585,248,788,1535,26,4,17770,1370,5067,30,24237
2021-06-14,736402,115571,11822,17125,102155,826057,242,805,1860,16,7,17774,1370,5067,30,24241
2021-06-15,736857,115627,11831,17131,102257,826569,237,744,2068,102,6,17774,1370,5067,30,24241
2021-06-16,737419,115678,11838,17137,102328,826936,230,708,1052,71,6,17789,1371,5067,30,24257
2021-06-17,737910,115745,11847,17138,102405,827322,213,674,1335,77,1,17789,1371,5067,30,24257
2021-06-18,738359,115792,11851,17142,102477,827661,198,627,1370,72,4,17796,1371,5067,30,24264
2021-06-19,738988,115832,11855,17146,102544,827661,192,588,1370,67,4,17796,1371,5067,30,24264
2021-06-20,739137,115859,11860,17147,102550,827661,195,608,1370,6,1,17796,1371,5067,30,24264
2021-06-21,739280,115886,11862,17152,102562,827968,188,612,1153,12,5,17801,1371,5067,30,24269
2021-06-22,739793,115922,11867,17154,102639,828508,181,559,1668,77,2,17801,1371,5067,30,24269
2021-06-23,740314,115952,11872,17160,102692,828843,176,521,881,53,6,17813,1372,5067,30,24282
2021-06-24,740876,115988,11877,17161,102749,829287,174,492,1110,57,1,17813,1372,5067,30,24282
2021-06-25,741444,116023,11881,17164,102789,829782,166,475,1107,40,3,17822,1373,5068,30,24293
2021-06-26,742119,116060,11892,17169,102827,829782,163,463,1107,38,5,17822,1373,5068,30,24293
2021-06-27,742538,116079,11894,17171,102838,829782,162,468,1107,11,2,17822,1373,5068,30,24293
2021-06-28,742490,116101,11895,17175,102848,830267,157,473,562,10,4,17825,1373,5068,30,24296
2021-06-29,743272,116134,11900,17176,102906,831086,153,441,1670,58,1,17825,1373,5068,30,24296
2021-06-30,744256,116162,11903,17178,102942,831609,146,421,995,36,2,17832,1373,5068,30,24303
2021-07-01,745266,116203,11909,17180,102989,832349,140,403,1386,47,2,17832,1373,5068,30,24303
2021-07-02,746052,116232,11912,17182,103027,833149,129,379,1386,38,2,17835,1373,5068,30,24306
2021-07-03,747065,116262,11919,17186,103082,833149,120,340,1386,55,4,17835,1373,5068,30,24306
2021-07-04,747479,116295,11930,17188,103090,833149,126,369,1386,8,2,17835,1373,5068,30,24306
